dataset_id,dataset_name,platform,modality,is_spatial,species,tissue,disease,perturbation,n_samples,data_access_link,download_url,data_downloadable,original_publication,original_publication_link,original_publication_year,first_published_by_model_paper,candidate_accessions,notes
hubmap_hbm643_vvlw_975_histology_uterus_nucleic_acid_pro,HuBMAP HBM643.VVLW.975 · Histology · Uterus · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/db4634f886e5876d3e92bc95a467a7d6,https://assets.hubmapconsortium.org/db4634f886e5876d3e92bc95a467a7d6/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - University of Pennsylvania,https://portal.hubmapconsortium.org/browse/dataset/db4634f886e5876d3e92bc95a467a7d6,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid db4634f886e5876d3e92bc95a467a7d6; access public
hubmap_hbm994_llnb_624_geomx_ngs_placenta_rna,HuBMAP HBM994.LLNB.624 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/db555e7812b5cc611e22061a21951787,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/db555e7812b5cc611e22061a21951787,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid db555e7812b5cc611e22061a21951787; access protected
hubmap_hbm896_zkvc_296_geomx_ngs_placenta_rna,HuBMAP HBM896.ZKVC.296 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/db59a1ed8355012d481d499d42b722bc,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/db59a1ed8355012d481d499d42b722bc,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid db59a1ed8355012d481d499d42b722bc; access protected
hubmap_hbm488_dcml_779_auto_fluorescence_kidney_right_endogenous_fluor,HuBMAP HBM488.DCML.779 · Auto-fluorescence · Kidney (Right) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/db8a19f76a9a9ca802588cff70775987,https://assets.hubmapconsortium.org/db8a19f76a9a9ca802588cff70775987/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/db8a19f76a9a9ca802588cff70775987,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid db8a19f76a9a9ca802588cff70775987; access public
hubmap_hbm632_tcdx_529_phenocycler_heart_protein,HuBMAP HBM632.TCDX.529 · PhenoCycler · Heart · Protein,PhenoCycler,spatial proteomics,yes,human,Heart,,,,https://portal.hubmapconsortium.org/browse/dataset/db9b5693784b245486c8dbd4d5e8f47d,https://assets.hubmapconsortium.org/db9b5693784b245486c8dbd4d5e8f47d/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - Children's Hospital of Philadelphia,https://portal.hubmapconsortium.org/browse/dataset/db9b5693784b245486c8dbd4d5e8f47d,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid db9b5693784b245486c8dbd4d5e8f47d; access public
hubmap_hbm422_fllw_555_geomx_ngs_placenta_rna,HuBMAP HBM422.FLLW.555 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dba051bbfa924a398c9a9f76a39e6744,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dba051bbfa924a398c9a9f76a39e6744,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dba051bbfa924a398c9a9f76a39e6744; access protected
hubmap_hbm332_zxsk_245_histology_lung_left_nucleic_acid_pro,HuBMAP HBM332.ZXSK.245 · Histology · Lung (Left) · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Lung (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/dbb2db34209be7692eaab41889016ecd,https://assets.hubmapconsortium.org/dbb2db34209be7692eaab41889016ecd/,yes (public HuBMAP assets),HuBMAP Consortium · University of Rochester Medical Center TMC,https://portal.hubmapconsortium.org/browse/dataset/dbb2db34209be7692eaab41889016ecd,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dbb2db34209be7692eaab41889016ecd; access public
hubmap_hbm299_cdmg_724_geomx_ngs_placenta_rna,HuBMAP HBM299.CDMG.724 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dbcfa076efdccd66264305677178a3fb,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dbcfa076efdccd66264305677178a3fb,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dbcfa076efdccd66264305677178a3fb; access protected
hubmap_hbm884_blcs_293_unspecified_uterus_na,HuBMAP HBM884.BLCS.293 · unspecified · Uterus,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/dbe394077b48fbc08a8275e5563e2195,https://assets.hubmapconsortium.org/dbe394077b48fbc08a8275e5563e2195/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/dbe394077b48fbc08a8275e5563e2195,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dbe394077b48fbc08a8275e5563e2195; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm892_sqnt_843_histology_kidney_left_polysaccharide,HuBMAP HBM892.SQNT.843 · Histology · Kidney (Left) · Polysaccharide,Histology,spatial proteomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/dbe61e60497b81fd8e9f4c8ec0f0391d,https://assets.hubmapconsortium.org/dbe61e60497b81fd8e9f4c8ec0f0391d/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/dbe61e60497b81fd8e9f4c8ec0f0391d,2022,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dbe61e60497b81fd8e9f4c8ec0f0391d; access public
hubmap_hbm629_hljh_658_unspecified_uterus_na,HuBMAP HBM629.HLJH.658 · unspecified · Uterus,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/dbf7238eef1d5d08ed4070d312f22314,https://assets.hubmapconsortium.org/dbf7238eef1d5d08ed4070d312f22314/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/dbf7238eef1d5d08ed4070d312f22314,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dbf7238eef1d5d08ed4070d312f22314; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm835_kprs_372_auto_fluorescence_kidney_right_endogenous_fluor,HuBMAP HBM835.KPRS.372 · Auto-fluorescence · Kidney (Right) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/dbf8d98f22c3579d1dd3dfb9931cf714,https://assets.hubmapconsortium.org/dbf8d98f22c3579d1dd3dfb9931cf714/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/dbf8d98f22c3579d1dd3dfb9931cf714,2020,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dbf8d98f22c3579d1dd3dfb9931cf714; access public
hubmap_hbm652_gcsk_976_unspecified_uterus_na,HuBMAP HBM652.GCSK.976 · unspecified · Uterus,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/dbfec18ccda4f647e267c832d2a8a743,https://assets.hubmapconsortium.org/dbfec18ccda4f647e267c832d2a8a743/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/dbfec18ccda4f647e267c832d2a8a743,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dbfec18ccda4f647e267c832d2a8a743; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm927_fmpl_956_geomx_ngs_placenta_rna,HuBMAP HBM927.FMPL.956 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dc0906bbdb59abe62d4ee83aeef9256e,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dc0906bbdb59abe62d4ee83aeef9256e,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc0906bbdb59abe62d4ee83aeef9256e; access protected
hubmap_hbm637_tqml_785_geomx_ngs_placenta_rna,HuBMAP HBM637.TQML.785 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dc092219cac8dbb51efe16075066e285,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dc092219cac8dbb51efe16075066e285,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc092219cac8dbb51efe16075066e285; access protected
hubmap_hbm824_zzjd_553_auto_fluorescence_lung_right_endogenous_fluor,HuBMAP HBM824.ZZJD.553 · Auto-fluorescence · Lung (Right) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Lung (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/dc12ac0005b25fbed901293ab53a2091,https://assets.hubmapconsortium.org/dc12ac0005b25fbed901293ab53a2091/,yes (public HuBMAP assets),HuBMAP Consortium · University of Rochester Medical Center TMC,https://portal.hubmapconsortium.org/browse/dataset/dc12ac0005b25fbed901293ab53a2091,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc12ac0005b25fbed901293ab53a2091; access public
hubmap_hbm824_pzkp_497_mibi_bone_marrow_protein,HuBMAP HBM824.PZKP.497 · MIBI · Bone Marrow · Protein,MIBI,spatial proteomics,yes,human,Bone Marrow,,,,https://portal.hubmapconsortium.org/browse/dataset/dc1a8ee728cf432b176501423d9b7400,https://assets.hubmapconsortium.org/dc1a8ee728cf432b176501423d9b7400/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford University Bone Marrow TMC,https://portal.hubmapconsortium.org/browse/dataset/dc1a8ee728cf432b176501423d9b7400,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc1a8ee728cf432b176501423d9b7400; access public
hubmap_hbm673_rttn_575_unspecified_kidney_right_na,HuBMAP HBM673.RTTN.575 · unspecified · Kidney (Right),unspecified,,unknown,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/dc222efcfdd9dda5ff60093dc237d5bf,https://assets.hubmapconsortium.org/dc222efcfdd9dda5ff60093dc237d5bf/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/dc222efcfdd9dda5ff60093dc237d5bf,2024,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc222efcfdd9dda5ff60093dc237d5bf; access public
hubmap_hbm443_bhdc_385_geomx_ngs_placenta_rna,HuBMAP HBM443.BHDC.385 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dc261a45581ff1ff4c2ce3b9a37e11d7,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dc261a45581ff1ff4c2ce3b9a37e11d7,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc261a45581ff1ff4c2ce3b9a37e11d7; access protected
hubmap_hbm279_ssxf_866_auto_fluorescence_kidney_left_endogenous_fluor,HuBMAP HBM279.SSXF.866 · Auto-fluorescence · Kidney (Left) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/dc289471333309925e46ceb9bafafaf4,https://assets.hubmapconsortium.org/dc289471333309925e46ceb9bafafaf4/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/dc289471333309925e46ceb9bafafaf4,2020,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc289471333309925e46ceb9bafafaf4; access public
hubmap_hbm739_bqcz_552_histology_eye_left_endogenous_fluor,HuBMAP HBM739.BQCZ.552 · Histology · Eye (Left) · Endogenous fluorophore,Histology,spatial proteomics,yes,human,Eye (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/dc344a3b50bd0d2c556796e1ce432d65,https://assets.hubmapconsortium.org/dc344a3b50bd0d2c556796e1ce432d65/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/dc344a3b50bd0d2c556796e1ce432d65,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc344a3b50bd0d2c556796e1ce432d65; access public
hubmap_hbm835_zfcx_763_geomx_ngs_placenta_rna,HuBMAP HBM835.ZFCX.763 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dc485b5831c8a4bc6c036cb59bb37d39,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dc485b5831c8a4bc6c036cb59bb37d39,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc485b5831c8a4bc6c036cb59bb37d39; access protected
hubmap_hbm684_bwkj_728_mibi_bone_marrow_protein,HuBMAP HBM684.BWKJ.728 · MIBI · Bone Marrow · Protein,MIBI,spatial proteomics,yes,human,Bone Marrow,,,,https://portal.hubmapconsortium.org/browse/dataset/dc530db97ece15924dc7568c4dc677b7,https://assets.hubmapconsortium.org/dc530db97ece15924dc7568c4dc677b7/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford University Bone Marrow TMC,https://portal.hubmapconsortium.org/browse/dataset/dc530db97ece15924dc7568c4dc677b7,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc530db97ece15924dc7568c4dc677b7; access public
hubmap_hbm949_jddm_545_histology_placenta_nucleic_acid_pro,HuBMAP HBM949.JDDM.545 · Histology · Placenta · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dc5f0963bee09514ce5d8c4b8295fc03,https://assets.hubmapconsortium.org/dc5f0963bee09514ce5d8c4b8295fc03/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dc5f0963bee09514ce5d8c4b8295fc03,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc5f0963bee09514ce5d8c4b8295fc03; access public
hubmap_hbm622_sdxk_924_geomx_ngs_placenta_rna,HuBMAP HBM622.SDXK.924 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dc671473be3345a0ed49a8475f8a9daf,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dc671473be3345a0ed49a8475f8a9daf,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc671473be3345a0ed49a8475f8a9daf; access protected
hubmap_hbm258_bwch_969_geomx_ngs_placenta_rna,HuBMAP HBM258.BWCH.969 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dc67bfe63e97145e76badea4a8d34667,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dc67bfe63e97145e76badea4a8d34667,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc67bfe63e97145e76badea4a8d34667; access protected
hubmap_hbm796_rkbh_358_phenocycler_eye_left_protein,HuBMAP HBM796.RKBH.358 · PhenoCycler · Eye (Left) · Protein,PhenoCycler,spatial proteomics,yes,human,Eye (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/dc719589ca31114ad1833cac197605cf,https://assets.hubmapconsortium.org/dc719589ca31114ad1833cac197605cf/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/dc719589ca31114ad1833cac197605cf,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc719589ca31114ad1833cac197605cf; access public
hubmap_hbm672_crdg_233_geomx_ngs_placenta_rna,HuBMAP HBM672.CRDG.233 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dc73ceedb9d8b6b03c8f2ee42596623c,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dc73ceedb9d8b6b03c8f2ee42596623c,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc73ceedb9d8b6b03c8f2ee42596623c; access protected
hubmap_hbm993_jvss_785_histology_lung_right_nucleic_acid_pro,HuBMAP HBM993.JVSS.785 · Histology · Lung (Right) · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Lung (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/dc7a7fd11e6fa8d83eb8d06bacd059f8,https://assets.hubmapconsortium.org/dc7a7fd11e6fa8d83eb8d06bacd059f8/,yes (public HuBMAP assets),HuBMAP Consortium · University of Rochester Medical Center TMC,https://portal.hubmapconsortium.org/browse/dataset/dc7a7fd11e6fa8d83eb8d06bacd059f8,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc7a7fd11e6fa8d83eb8d06bacd059f8; access public
hubmap_hbm483_qxgl_567_geomx_ngs_placenta_rna,HuBMAP HBM483.QXGL.567 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dc7db207b7c851eb8fa337feae4e02ed,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dc7db207b7c851eb8fa337feae4e02ed,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dc7db207b7c851eb8fa337feae4e02ed; access protected
