dataset_name,platform,modality,species,tissue,disease,n_samples,data_access_link,origin,source_paper_title,source_paper_doi,source_paper_year,source_paper_id,found_via,data_downloadable
HT1080-Cas9 GFP-pilot CRISPRmap screen,CRISPRmap,,human,HT1080 cell line,,,,generated,CRISPRmap: Sequencing-free optical pooled screens mapping multi-omic phenotypes in cells and tissue,10.1101/2023.12.26.572587,2023,bio_bf4d99f36cd2,literature_search,
MCF7-BE3 DNA damage response base-editing multi-omic screen (gamma-irradiation),"CRISPRmap, RNAmap, IBEX multiplexed immunofluorescence",spatial transcriptomics,human,MCF7 breast cancer cell line,Breast cancer,,,generated,CRISPRmap: Sequencing-free optical pooled screens mapping multi-omic phenotypes in cells and tissue,10.1101/2023.12.26.572587,2023,bio_bf4d99f36cd2,literature_search,
MCF7-BE3 DNA damage response base-editing multi-omic screen (DNA damaging agents),"CRISPRmap, RNAmap, IBEX multiplexed immunofluorescence",spatial transcriptomics,human,MCF7 breast cancer cell line,Breast cancer,,,generated,CRISPRmap: Sequencing-free optical pooled screens mapping multi-omic phenotypes in cells and tissue,10.1101/2023.12.26.572587,2023,bio_bf4d99f36cd2,literature_search,
OE19 tumor xenograft CRISPRmap and immunofluorescence screen,CRISPRmap and iterative immunofluorescence,,human (mouse xenograft),Tumor tissue,Esophageal carcinoma,,,generated,CRISPRmap: Sequencing-free optical pooled screens mapping multi-omic phenotypes in cells and tissue,10.1101/2023.12.26.572587,2023,bio_bf4d99f36cd2,literature_search,
124-gene PoC CellPaint-POSH screen dataset,CellPaint-POSH (pooled optical screening with Cell Painting and in situ sequencing),,human,A549 cells (adenocarcinomic human alveolar basal epithelial cells),,,,generated,A Pooled Cell Painting CRISPR Screening Platform Enables de novo Inference of Gene Function by Self-supervised Deep Learning,10.1101/2023.08.13.553051,2023,bio_74158cf56f1d,literature_search,
300-gene MoA CellPaint-POSH screen dataset,CellPaint-POSH,,human,A549 cells,,,,generated,A Pooled Cell Painting CRISPR Screening Platform Enables de novo Inference of Gene Function by Self-supervised Deep Learning,10.1101/2023.08.13.553051,2023,bio_74158cf56f1d,literature_search,
1640-gene druggable genome CellPaint-POSH screen dataset,CellPaint-POSH with pS6 antibody marker,,human,A549 cells,,,,generated,A Pooled Cell Painting CRISPR Screening Platform Enables de novo Inference of Gene Function by Self-supervised Deep Learning,10.1101/2023.08.13.553051,2023,bio_74158cf56f1d,literature_search,
PerturbView iPSC-derived neuron optical pooled screen,PerturbView (optical pooled screening + ISS),,human,iPSC-derived neurons,,,,generated,"Highly multiplexed, image-based pooled screens in primary cells and tissues with PerturbView",10.1101/2023.12.26.573143,2023,bio_30f9dfd36cdb,literature_search,
PerturbView primary bone-marrow-derived macrophage NFkB signaling screen,PerturbView (optical pooled screening + ISS),,mouse,primary bone-marrow-derived macrophages,,,,generated,"Highly multiplexed, image-based pooled screens in primary cells and tissues with PerturbView",10.1101/2023.12.26.573143,2023,bio_30f9dfd36cdb,literature_search,
PerturbView mouse tumor xenograft tissue screen with spatial transcriptomics,PerturbView (optical pooled screening + ISS),spatial transcriptomics,human,tumor xenograft tissue sections,,,,generated,"Highly multiplexed, image-based pooled screens in primary cells and tissues with PerturbView",10.1101/2023.12.26.573143,2023,bio_30f9dfd36cdb,literature_search,
Spatial Perturb-Seq Stereo-seq mouse brain dataset,Stereo-seq,spatial transcriptomics,mouse,Hippocampus / Brain,,4,GSE274447,generated,Spatial Perturb-Seq: Single-Cell Functional Genomics within Intact Tissue Architecture,10.1101/2024.12.19.628843,2024,bio_a89a46a56c46,literature_search,
THP1-derived macrophage LPS response Perturb-FISH dataset,Perturb-FISH (MERFISH combined with in situ transcription of gRNAs),spatial transcriptomics,human,THP1-derived macrophages,bacterial infection response / lipopolysaccharide (LPS) stimulation,2,,generated,"Simultaneous CRISPR screening and spatial transcriptomics reveal intracellular, intercellular, and functional transcriptional circuits",10.1016/j.cell.2025.02.012,2025,PMC12135205,literature_search,
hIPSC-derived astrocyte ASD risk gene Perturb-FISH dataset with calcium imaging,Perturb-FISH combined with live calcium imaging,,human,human-induced pluripotent stem cell (hIPSC)-derived astrocytes,autism spectrum disorder (ASD),3,,generated,"Simultaneous CRISPR screening and spatial transcriptomics reveal intracellular, intercellular, and functional transcriptional circuits",10.1016/j.cell.2025.02.012,2025,PMC12135205,literature_search,
A375 human melanoma xenograft mouse model Perturb-FISH dataset,Perturb-FISH (Vizgen FFPE protocol),,human / mouse,tumor xenograft / subcutaneous tumor,cancer / melanoma,,,generated,"Simultaneous CRISPR screening and spatial transcriptomics reveal intracellular, intercellular, and functional transcriptional circuits",10.1016/j.cell.2025.02.012,2025,PMC12135205,literature_search,
SMARTA TCR transgenic spleen Perturb-DBiT dataset,Perturb-DBiT,spatial transcriptomics,mouse,Spleen,,,,generated,Spatially Resolved Panoramic in vivo CRISPR Screen via Perturb-DBiT,10.21203/rs.3.rs-6481967/v1,2025,PMC12083649,literature_search,
B16-OVA mouse tumor Perturb-DBiT dataset,Perturb-DBiT,spatial transcriptomics,mouse,Tumor,Melanoma,,,generated,Spatially Resolved Panoramic in vivo CRISPR Screen via Perturb-DBiT,10.21203/rs.3.rs-6481967/v1,2025,PMC12083649,literature_search,
Autochthonous mouse liver tumors Perturb-DBiT dataset,Perturb-DBiT,spatial transcriptomics,mouse,Liver,Liver Cancer,,,generated,Spatially Resolved Panoramic in vivo CRISPR Screen via Perturb-DBiT,10.21203/rs.3.rs-6481967/v1,2025,PMC12083649,literature_search,
HT-29 lung metastatic colonization Perturb-DBiT dataset,Perturb-DBiT,spatial transcriptomics,human,Lung,Colorectal Cancer Metastasis,,,generated,Spatially Resolved Panoramic in vivo CRISPR Screen via Perturb-DBiT,10.21203/rs.3.rs-6481967/v1,2025,PMC12083649,literature_search,
E0771 syngeneic lung colonization tumors Perturb-DBiT dataset,Perturb-DBiT,spatial transcriptomics,mouse,Lung,Metastatic Cancer,,,generated,Spatially Resolved Panoramic in vivo CRISPR Screen via Perturb-DBiT,10.21203/rs.3.rs-6481967/v1,2025,PMC12083649,literature_search,
Kidney spatial mapping dataset,PerturbSpace spatial hashing combined with single-cell sequencing workflows,,mouse,kidney,,,,generated,"Spatially resolved, multimodal in vivo Perturb-seq using antibody-based cell hashing",10.64898/2026.05.25.727765,2026,bio_648c1917902a,literature_search,
Liver spatial mapping dataset,PerturbSpace spatial hashing combined with single-cell sequencing workflows,,mouse,liver,,,,generated,"Spatially resolved, multimodal in vivo Perturb-seq using antibody-based cell hashing",10.64898/2026.05.25.727765,2026,bio_648c1917902a,literature_search,
Perturbed spleen regenerative hematopoiesis dataset,"PerturbSpace (spatial hashing, scRNA-seq, CITE-seq, CRISPR sgRNA capture, clonal barcodes)",,mouse,spleen,,3,,generated,"Spatially resolved, multimodal in vivo Perturb-seq using antibody-based cell hashing",10.64898/2026.05.25.727765,2026,bio_648c1917902a,literature_search,
Perturbed liver cytokine overexpression dataset,"PerturbSpace (spatial hashing, scRNA-seq, ORF barcode capture)",,mouse,liver,,,,generated,"Spatially resolved, multimodal in vivo Perturb-seq using antibody-based cell hashing",10.64898/2026.05.25.727765,2026,bio_648c1917902a,literature_search,
Mouse single dispersed neuron transcriptome dataset,RNA-seq,,mouse,brain,normal,,GSE52525,generated,Transcriptome In Vivo Analysis (TIVA) of spatially defined single cells in intact live mouse and human brain tissue,10.1038/nmeth.2804,2014,PMC3964595,literature_search,
Human single cell brain tissue transcriptome dataset,RNA-seq,,human,brain,communicating hydrocephalus,5,,generated,Transcriptome In Vivo Analysis (TIVA) of spatially defined single cells in intact live mouse and human brain tissue,10.1038/nmeth.2804,2014,PMC3964595,literature_search,
CAT-ATAC iPSC pilot and K562 dataset,CAT-ATAC (10x Genomics Multiome with gRNA capture),,human,iPSCs and K562 cell lines,,,GSE288996,generated,"Simultaneous capture of single cell RNA-seq, ATAC-seq, and CRISPR perturbation enables multiomic screens to identify gene regulatory relationships",10.1016/j.crmeth.2025.101222,2025,PMC12859477,literature_search,
SHARE-seq dataset,SHARE-seq,,,,,,GSE140203,reused,"Simultaneous capture of single cell RNA-seq, ATAC-seq, and CRISPR perturbation enables multiomic screens to identify gene regulatory relationships",10.1016/j.crmeth.2025.101222,2025,PMC12859477,literature_search,
SNARE-seq dataset,SNARE-seq,,,,,,GSE126074,reused,"Simultaneous capture of single cell RNA-seq, ATAC-seq, and CRISPR perturbation enables multiomic screens to identify gene regulatory relationships",10.1016/j.crmeth.2025.101222,2025,PMC12859477,literature_search,
Paired-seq dataset,Paired-seq,,,,,,GSE130399,reused,"Simultaneous capture of single cell RNA-seq, ATAC-seq, and CRISPR perturbation enables multiomic screens to identify gene regulatory relationships",10.1016/j.crmeth.2025.101222,2025,PMC12859477,literature_search,
sci-CAR-seq dataset,sci-CAR-seq,,,,,,GSE117089,reused,"Simultaneous capture of single cell RNA-seq, ATAC-seq, and CRISPR perturbation enables multiomic screens to identify gene regulatory relationships",10.1016/j.crmeth.2025.101222,2025,PMC12859477,literature_search,
MultiPerturb-seq dataset,MultiPerturb-seq,spatial transcriptomics,,,,,GSE277747,reused,"Simultaneous capture of single cell RNA-seq, ATAC-seq, and CRISPR perturbation enables multiomic screens to identify gene regulatory relationships",10.1016/j.crmeth.2025.101222,2025,PMC12859477,literature_search,
Human subcutaneous abdominal white adipose tissue spatial mapping,10x Visium,spatial transcriptomics,human,Subcutaneous abdominal white adipose tissue,,,,reused,"Spatial Transcriptomics of Adipose Tissue: Technologies, Applications, and Challenges",10.7570/jomes25078,2025,PMC12583788,literature_search,
Mouse epididymal white adipose tissue early/late obesity spatial mapping,10x Visium,spatial transcriptomics,mouse,Epididymal white adipose tissue,Obesity (High fat diet-fed),,,reused,"Spatial Transcriptomics of Adipose Tissue: Technologies, Applications, and Challenges",10.7570/jomes25078,2025,PMC12583788,literature_search,
Mouse white adipose tissue fibrosis spatial mapping,10x Visium,spatial transcriptomics,mouse,White adipose tissue,Obesity (High fat diet-fed),,,reused,"Spatial Transcriptomics of Adipose Tissue: Technologies, Applications, and Challenges",10.7570/jomes25078,2025,PMC12583788,literature_search,
Mouse brown adipose tissue cold-exposure thermogenic memory spatial mapping,10x Visium,spatial transcriptomics,mouse,Brown adipose tissue,,,,reused,"Spatial Transcriptomics of Adipose Tissue: Technologies, Applications, and Challenges",10.7570/jomes25078,2025,PMC12583788,literature_search,
Mouse inguinal white adipose tissue exercise training spatial mapping,,,mouse,Inguinal white adipose tissue,,,,reused,"Spatial Transcriptomics of Adipose Tissue: Technologies, Applications, and Challenges",10.7570/jomes25078,2025,PMC12583788,literature_search,
Human and Mouse Cell Pellet Arrays (CPA),Digital Spatial Profiling (DSP) / Whole Transcriptome Atlas (WTA),spatial transcriptomics,human and mouse,Cell pellet arrays (cell lines),Normal / Homogeneous,,GSE190089,generated,Spatially resolved whole transcriptome profiling in human and mouse tissue using Digital Spatial Profiling,10.1101/gr.276206.121,2022,PMC9712633,literature_search,
Human Tonsil Tissue Profiling,Digital Spatial Profiling (DSP) / Whole Transcriptome Atlas (WTA),spatial transcriptomics,human,Tonsil tissue,Normal,,GSE190089,generated,Spatially resolved whole transcriptome profiling in human and mouse tissue using Digital Spatial Profiling,10.1101/gr.276206.121,2022,PMC9712633,literature_search,
Human Colorectal Cancer (CRC) and Non-Small Cell Lung Cancer (NSCLC),Digital Spatial Profiling (DSP) / Whole Transcriptome Atlas (WTA),spatial transcriptomics,human,Tumor and tumor microenvironment,Colorectal cancer and Non-small cell lung cancer,,GSE190089,generated,Spatially resolved whole transcriptome profiling in human and mouse tissue using Digital Spatial Profiling,10.1101/gr.276206.121,2022,PMC9712633,literature_search,
Human Kidney Disease Profiling (Diabetic Kidney Disease),Digital Spatial Profiling (DSP) / Whole Transcriptome Atlas (WTA),spatial transcriptomics,human,"Kidney (glomeruli, proximal and distal tubules)",Diabetic kidney disease (DKD),7,GSE190089,generated,Spatially resolved whole transcriptome profiling in human and mouse tissue using Digital Spatial Profiling,10.1101/gr.276206.121,2022,PMC9712633,literature_search,
Developing Mouse Embryo Organogenesis Profiling,Digital Spatial Profiling (DSP) / Whole Transcriptome Atlas (WTA),spatial transcriptomics,mouse,"Developing mouse embryo organs (heart, lung, metanephros, pancreas, midgut, duodenum, stomach, esophagus, trachea)",Normal development (E13.5 embryo),,GSE190089,generated,Spatially resolved whole transcriptome profiling in human and mouse tissue using Digital Spatial Profiling,10.1101/gr.276206.121,2022,PMC9712633,literature_search,
Mouse Strain Tissue Array Profiling,Digital Spatial Profiling (DSP) / Whole Transcriptome Atlas (WTA),spatial transcriptomics,mouse,"Seven organs (C57BL/6J, BALB/c, NOD/ShiLt strains)",Normal,,GSE190089,generated,Spatially resolved whole transcriptome profiling in human and mouse tissue using Digital Spatial Profiling,10.1101/gr.276206.121,2022,PMC9712633,literature_search,
Spatial Transcriptomics of mouse main olfactory bulb (MOB),ST (legacy),spatial transcriptomics,mouse,main olfactory bulb,,1,https://www.spatialresearch.org/,reused,Characterizing spatial gene expression heterogeneity in spatially resolved single-cell transcriptomic data with nonuniform cellular densities,10.1101/gr.271288.120,2021,PMC8494224,literature_search,
Slide-seq of mouse cerebellum,Slide-seq,spatial transcriptomics,mouse,cerebellum,,1,,reused,Characterizing spatial gene expression heterogeneity in spatially resolved single-cell transcriptomic data with nonuniform cellular densities,10.1101/gr.271288.120,2021,PMC8494224,literature_search,
3D in situ hybridization (ISH) of Drosophila melanogaster embryo,in situ hybridization (ISH),,drosophila melanogaster,embryo,,,https://shiny.mdc-berlin.de/DVEX/,reused,Characterizing spatial gene expression heterogeneity in spatially resolved single-cell transcriptomic data with nonuniform cellular densities,10.1101/gr.271288.120,2021,PMC8494224,literature_search,
Spatial transcriptomics of human breast cancer biopsy,ST (legacy),spatial transcriptomics,human,breast cancer tissue,breast cancer,4,https://www.spatialresearch.org/,reused,Characterizing spatial gene expression heterogeneity in spatially resolved single-cell transcriptomic data with nonuniform cellular densities,10.1101/gr.271288.120,2021,PMC8494224,literature_search,
