model,model_paper_title,model_paper_link,dataset_id,usage,alias_in_model_paper
PMC11602167,Spatial pattern and differential expression analysis with spatial transcriptomic data,https://doi.org/10.1093/nar/gkae962,stahl2016_spatial_tran,analysis/benchmark,MOB
PMC11602167,Spatial pattern and differential expression analysis with spatial transcriptomic data,https://doi.org/10.1093/nar/gkae962,shah2016_smfish,analysis/benchmark,SeqFISH
PMC11602167,Spatial pattern and differential expression analysis with spatial transcriptomic data,https://doi.org/10.1093/nar/gkae962,mokitt2018_merfish,analysis/benchmark,MERFISH
PMC11602167,Spatial pattern and differential expression analysis with spatial transcriptomic data,https://doi.org/10.1093/nar/gkae962,wei2022_stereo,analysis/benchmark,ARRISTA
PMC12399789,Dissecting cross‐lineage tumourigenesis under p53 inactivation through single‐cell multi‐omics and spatial transcriptomics,https://doi.org/10.1002/ctm2.70461,thymus_spatial_t2025_st,analysis/benchmark,Thymus spatial transcriptomics dataset (KO and WT)
PMC9338929,Knowledge-graph-based cell-cell communication inference for spatially resolved transcriptomic data with SpaTalk,https://doi.org/10.1038/s41467-022-32111-8,wang2018_osmfish,analysis/benchmark,STARmap mouse cortex dataset (20180410-BY3_1kgenes)
PMC9338929,Knowledge-graph-based cell-cell communication inference for spatially resolved transcriptomic data with SpaTalk,https://doi.org/10.1038/s41467-022-32111-8,mokitt2018_merfish,analysis/benchmark,MERFISH hypothalamic preoptic region dataset
PMC9338929,Knowledge-graph-based cell-cell communication inference for spatially resolved transcriptomic data with SpaTalk,https://doi.org/10.1038/s41467-022-32111-8,stickels2021_stereo,analysis/benchmark,Slide-seqV2 mouse somatosensory cortex dataset (Puck_200306_03)
PMC9338929,Knowledge-graph-based cell-cell communication inference for spatially resolved transcriptomic data with SpaTalk,https://doi.org/10.1038/s41467-022-32111-8,ji2020_xenium,analysis/benchmark,10x Visium human skin SCC dataset
DeepSpaceDB,DeepSpaceDB: a spatial transcriptomics atlas for interactive in-depth analysis of tissues and tissue microenvironments,https://doi.org/10.1093/nar/gkaf1117,janesick2023_visium_2,analysis/benchmark,DeepSpaceDB 10X Genomics Visium collection (human breast cancer sample DSID000600)
DeepSpaceDB,DeepSpaceDB: a spatial transcriptomics atlas for interactive in-depth analysis of tissues and tissue microenvironments,https://doi.org/10.1093/nar/gkaf1117,castranio2023_visium_2,analysis/benchmark,DeepSpaceDB 10X Genomics Visium collection (mouse brain Alzheimer's model sample DSID000211 and control sample DSID000213)
STForte,STForte: tissue context-specific encoding and consistency-aware spatial imputation for spatially resolved transcriptomics,https://doi.org/10.1093/bib/bbaf174,lebrigand2023_visium,analysis/benchmark,10x Visium mouse olfactory bulb dataset
STForte,STForte: tissue context-specific encoding and consistency-aware spatial imputation for spatially resolved transcriptomics,https://doi.org/10.1093/bib/bbaf174,chen2022_slideseq,analysis/benchmark,Stereo-seq mouse olfactory bulb dataset
STForte,STForte: tissue context-specific encoding and consistency-aware spatial imputation for spatially resolved transcriptomics,https://doi.org/10.1093/bib/bbaf174,maynard2024_visium,analysis/benchmark,Human DLPFC dataset
STForte,STForte: tissue context-specific encoding and consistency-aware spatial imputation for spatially resolved transcriptomics,https://doi.org/10.1093/bib/bbaf174,janesick2023_visium_2,analysis/benchmark,10x Xenium mouse brain dataset
PMC12179522,Spatial Transcriptomics,https://doi.org/10.1016/j.ajpath.2024.06.012,cartana_dataset2024_cartana,analysis/benchmark,cartana dataset
PMC12356410,Biomaterial-mediated Cell Atlas: an insight from single-cell and spatial transcriptomics,https://doi.org/10.1016/j.bioactmat.2025.07.047,wan2024_visium,analysis/benchmark,visium spatial transcriptomics dataset for calvarial bone defect repair
PMC12356410,Biomaterial-mediated Cell Atlas: an insight from single-cell and spatial transcriptomics,https://doi.org/10.1016/j.bioactmat.2025.07.047,yang2023_unknown,analysis/benchmark,spatial transcriptomics dataset for large-scale wound regeneration
PMC11068546,A contrastive learning approach to integrate spatial transcriptomics and histological images,https://doi.org/10.1016/j.csbj.2024.04.039,maynard2024_visium,analysis/benchmark,16 human brain samples (12 published and 4 private)
PMC11068546,A contrastive learning approach to integrate spatial transcriptomics and histological images,https://doi.org/10.1016/j.csbj.2024.04.039,mantri2021_unknown,analysis/benchmark,4 chicken heart samples
PMC11068546,A contrastive learning approach to integrate spatial transcriptomics and histological images,https://doi.org/10.1016/j.csbj.2024.04.039,stahl2016_spatial_tran,analysis/benchmark,8 HER2-positive breast tumor samples
PMC11068546,A contrastive learning approach to integrate spatial transcriptomics and histological images,https://doi.org/10.1016/j.csbj.2024.04.039,garridotrigo2023_cosmx,analysis/benchmark,30 human lung samples
PMC10790257,Unsupervised spatially embedded deep representation of spatial transcriptomics,https://doi.org/10.1186/s13073-024-01283-x,maynard2024_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC) dataset
PMC10790257,Unsupervised spatially embedded deep representation of spatial transcriptomics,https://doi.org/10.1186/s13073-024-01283-x,chen2022_slideseq,analysis/benchmark,Mouse olfactory bulb Stereo-seq dataset
PMC10790257,Unsupervised spatially embedded deep representation of spatial transcriptomics,https://doi.org/10.1186/s13073-024-01283-x,stickels2021_stereo,analysis/benchmark,Mouse olfactory bulb Slide-seqV2 dataset
STANCE,STANCE: a unified statistical model to detect cell-type-specific spatially variable genes in spatial transcriptomics,https://doi.org/10.1038/s41467-025-57117-w,stahl2016_spatial_tran,analysis/benchmark,mouse olfactory bulb dataset
PMC10832355,Assembling spatial clustering framework for heterogeneous spatial transcriptomics data with GRAPHDeep,https://doi.org/10.1093/bioinformatics/btae023,pardo2022_unknown,analysis/benchmark,Human dorsolateral pre-frontal cortex (DLPFC) spatial transcriptomics data (spatialLIBD)
PMC10832355,Assembling spatial clustering framework for heterogeneous spatial transcriptomics data with GRAPHDeep,https://doi.org/10.1093/bioinformatics/btae023,gut2018_4i,analysis/benchmark,Iterative indirect immuno-fluorescence imaging (4i) dataset
PMC10832355,Assembling spatial clustering framework for heterogeneous spatial transcriptomics data with GRAPHDeep,https://doi.org/10.1093/bioinformatics/btae023,stickels2021_stereo,analysis/benchmark,Slide-seqV2 mouse hippocampus dataset
PMC10832355,Assembling spatial clustering framework for heterogeneous spatial transcriptomics data with GRAPHDeep,https://doi.org/10.1093/bioinformatics/btae023,lu2021_merfish,analysis/benchmark,MERFISH mouse liver dataset
PMC10832355,Assembling spatial clustering framework for heterogeneous spatial transcriptomics data with GRAPHDeep,https://doi.org/10.1093/bioinformatics/btae023,keren2019_mibi,analysis/benchmark,MIBI-TOF dataset
SpaTopic,SpaTopic: A statistical learning framework for exploring tumor spatial architecture from spatially resolved transcriptomic data,https://doi.org/10.1126/sciadv.adp4942,maynard2024_visium,analysis/benchmark,Human Dorsolateral Prefrontal Cortex (DLPFC) datasets
SpaTopic,SpaTopic: A statistical learning framework for exploring tumor spatial architecture from spatially resolved transcriptomic data,https://doi.org/10.1126/sciadv.adp4942,guo2022_spatial_tran,analysis/benchmark,Pancreatic ductal adenocarcinoma (PDAC) dataset (PDAC-A)
SpaTopic,SpaTopic: A statistical learning framework for exploring tumor spatial architecture from spatially resolved transcriptomic data,https://doi.org/10.1126/sciadv.adp4942,wu2021_unknown_4,analysis/benchmark,Primary liver cancer (PLC) SRT datasets (ICC-1L/HCC-1L/HCC-2L/HCC-3L/HCC-4L/cHC-1L)
SpaTopic,SpaTopic: A statistical learning framework for exploring tumor spatial architecture from spatially resolved transcriptomic data,https://doi.org/10.1126/sciadv.adp4942,meylan2022_unknown,analysis/benchmark,Clear cell renal cell carcinoma (ccRCC) dataset
SpaTopic,SpaTopic: A statistical learning framework for exploring tumor spatial architecture from spatially resolved transcriptomic data,https://doi.org/10.1126/sciadv.adp4942,breast_cancer_br2024_visium,analysis/benchmark,Breast cancer (BRCA) dataset (10x Genomics Visium)
SpaTopic,SpaTopic: A statistical learning framework for exploring tumor spatial architecture from spatially resolved transcriptomic data,https://doi.org/10.1126/sciadv.adp4942,arora2023_visium,analysis/benchmark,Oral squamous cell carcinoma (OSCC) dataset
SpaTopic,SpaTopic: A statistical learning framework for exploring tumor spatial architecture from spatially resolved transcriptomic data,https://doi.org/10.1126/sciadv.adp4942,wang2023_unknown,analysis/benchmark,Colorectal cancer (CRC) primary and liver metastatic tumors dataset
SpaTopic,SpaTopic: A statistical learning framework for exploring tumor spatial architecture from spatially resolved transcriptomic data,https://doi.org/10.1126/sciadv.adp4942,he2022_cosmx_4,analysis/benchmark,Non-small cell lung cancer (NSCLC) dataset
PMC10983986,Interpretable Spatial Gradient Analysis for Spatial Transcriptomics Data,https://doi.org/10.1101/2024.03.19.585725,barkley2022_unknown,analysis/benchmark,Barkley2022
PMC10983986,Interpretable Spatial Gradient Analysis for Spatial Transcriptomics Data,https://doi.org/10.1101/2024.03.19.585725,bergenstrhle2022_unknown,analysis/benchmark,Bergenstrahle2021
PMC10983986,Interpretable Spatial Gradient Analysis for Spatial Transcriptomics Data,https://doi.org/10.1101/2024.03.19.585725,berglund2018_st,analysis/benchmark,Berglund2018
PMC10983986,Interpretable Spatial Gradient Analysis for Spatial Transcriptomics Data,https://doi.org/10.1101/2024.03.19.585725,gouin2021_unknown,analysis/benchmark,Gouin2021
PMC10983986,Interpretable Spatial Gradient Analysis for Spatial Transcriptomics Data,https://doi.org/10.1101/2024.03.19.585725,gracia2021_unknown,analysis/benchmark,Gracia2021
PMC10983986,Interpretable Spatial Gradient Analysis for Spatial Transcriptomics Data,https://doi.org/10.1101/2024.03.19.585725,ji2020_xenium,analysis/benchmark,Ji2020
PMC10983986,Interpretable Spatial Gradient Analysis for Spatial Transcriptomics Data,https://doi.org/10.1101/2024.03.19.585725,wu2021_visium_4,analysis/benchmark,WuPLC
PMC10983986,Interpretable Spatial Gradient Analysis for Spatial Transcriptomics Data,https://doi.org/10.1101/2024.03.19.585725,ravi2022_visium,analysis/benchmark,RaviGBM
PMC9977836,"Spatially informed clustering, integration, and deconvolution of spatial transcriptomics with GraphST",https://doi.org/10.1038/s41467-023-36796-3,maynard2024_visium,analysis/benchmark,LIBD human dorsolateral prefrontal cortex (DLPFC) dataset
PMC9977836,"Spatially informed clustering, integration, and deconvolution of spatial transcriptomics with GraphST",https://doi.org/10.1038/s41467-023-36796-3,chen2022_slideseq,analysis/benchmark,Mouse olfactory bulb dataset
PMC9977836,"Spatially informed clustering, integration, and deconvolution of spatial transcriptomics with GraphST",https://doi.org/10.1038/s41467-023-36796-3,normal_human_lun2022_visium,analysis/benchmark,Human dorsolateral prefrontal cortex snRNA-seq reference dataset (BA9)
DeepST,DeepST: identifying spatial domains in spatial transcriptomics by deep learning,https://doi.org/10.1093/nar/gkac901,maynard2024_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC) datasets
DeepST,DeepST: identifying spatial domains in spatial transcriptomics by deep learning,https://doi.org/10.1093/nar/gkac901,xu2022_visium,analysis/benchmark,Human breast cancer dataset (Invasive Ductal Carcinoma / Ductal Carcinoma In Situ)
DeepST,DeepST: identifying spatial domains in spatial transcriptomics by deep learning,https://doi.org/10.1093/nar/gkac901,gut2018_4i,analysis/benchmark,4i (iterative indirect immunofluorescence imaging) dataset
DeepST,DeepST: identifying spatial domains in spatial transcriptomics by deep learning,https://doi.org/10.1093/nar/gkac901,keren2019_mibi,analysis/benchmark,MIBI-TOF dataset
DeepST,DeepST: identifying spatial domains in spatial transcriptomics by deep learning,https://doi.org/10.1093/nar/gkac901,stickels2021_stereo,analysis/benchmark,SlideseqV2 dataset of mouse hippocampus
DeepST,DeepST: identifying spatial domains in spatial transcriptomics by deep learning,https://doi.org/10.1093/nar/gkac901,mokitt2018_merfish,analysis/benchmark,MERFISH dataset from mouse preoptic hypothalamus
DeepST,DeepST: identifying spatial domains in spatial transcriptomics by deep learning,https://doi.org/10.1093/nar/gkac901,chen2022_slideseq,analysis/benchmark,Stereoseq dataset for mouse olfactory bulb tissue
PMC9410565,Inference on spatial heterogeneity in tumor microenvironment using spatial transcriptomics data,https://doi.org/10.1002/cso2.1043,guo2022_spatial_tran,analysis/benchmark,spatial transcriptomics data for pancreatic ductal adenocarcinoma samples
PMC12051539,Protocol for preparing fresh frozen soybean tissues for spatial transcriptomics,https://doi.org/10.1016/j.xpro.2025.103790,zhang2025_spatial_mult,analysis/benchmark,Soybean spatial transcriptome data
SPCS,SPCS: a spatial and pattern combined smoothing method for spatial transcriptomic expression,https://doi.org/10.1093/bib/bbac116,guo2022_spatial_tran,analysis/benchmark,PDAC
SPCS,SPCS: a spatial and pattern combined smoothing method for spatial transcriptomic expression,https://doi.org/10.1093/bib/bbac116,maynard2024_visium,analysis/benchmark,DLPFC
PMC11298486,Multiplexed spatial transcriptomics methods and the application of expansion microscopy,https://doi.org/10.3389/fcell.2024.1378875,stahl2016_spatial_tran,analysis/benchmark,Visium / Spatial Transcriptomics
SCING,"SCING: Inference of robust, interpretable gene regulatory networks from single cell and spatial transcriptomics",https://doi.org/10.1016/j.isci.2023.107124,chen2020_visium_2,analysis/benchmark,Mouse AD Visium dataset
PMC12589693,Spatial transcriptomic landscape and cellular neighborhood heterogeneity in cervical cancer: integrative single-cell and spatial RNA sequencing analysis,https://doi.org/10.1007/s12672-025-03788-2,visium_spatial_t2025_visium_4,analysis/benchmark,Visium Spatial Transcriptomics Dataset
